Elmntkey,Study_Area,Sub_Area,Date Time,Side,Unitdesc,Peak Hour_SDOT,Parking_Spaces,Total_Vehicle_Count,Dp_Count,Rpz_Count,TG_Car2Go,BMW_DN,Lime,Idling,Field Notes,Construction,Event Closure,Subarea Label,Study Year,Peak Hour? (Yes or No),RPZ Blocks,CSM,Time Stamp 
76202,South Lake Union,2,4/7/2015 10:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 11:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 12:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 13:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 14:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 15:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 16:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 17:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 18:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 19:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76202,South Lake Union,2,4/7/2015 20:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 8:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 9:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 10:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 11:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 12:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 13:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 14:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 15:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 16:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 17:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 18:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 19:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76429,South Lake Union,2,4/7/2015 20:00,W,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,,,,1/2 block no P A-frame 4/2-4/10 6am-4:30 pm,No,Yes,South Lake Union (2 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 8:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 9:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 10:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 11:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 12:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 13:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 14:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 15:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 16:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 17:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 18:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 19:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76433,South Lake Union,10,4/7/2015 20:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,,,,,Yes,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 8:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 9:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 10:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 11:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 12:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 13:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 14:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 15:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 16:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 17:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 18:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 19:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
76718,South Lake Union,NorthWest,4/7/2015 20:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (NorthWest Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 8:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 9:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 10:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 11:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 12:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 13:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 14:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 15:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 16:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 17:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 18:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 19:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79038,South Lake Union,0,4/7/2015 20:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,,,,,No,No,South Lake Union (0 Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 8:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 9:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 11:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 12:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,6,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 13:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 15:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 18:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 19:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,8,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79041,South Lake Union,2,4/7/2015 20:00,N,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,10,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 8:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,1,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 9:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,3,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 10:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,3,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 11:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,3,0,0,1,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 12:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,0,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 13:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,4,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 15:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,2,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 16:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,1,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 17:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 18:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,3,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 19:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
79042,South Lake Union,2,4/7/2015 20:00,S,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,6,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 8:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 9:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 10:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 11:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 12:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 13:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 14:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 15:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 16:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 17:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 18:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 19:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
80550,South Lake Union,0,4/7/2015 20:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,,,,,Yes,No,South Lake Union (0 Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 8:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,2,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 9:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 10:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 11:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,9,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 12:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,6,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 13:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,8,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 14:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 15:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,6,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 19:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81134,South Lake Union,2,4/7/2015 20:00,S,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,5,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 8:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,14,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 9:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,14,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 10:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,14,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 11:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,14,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 12:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,13,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 13:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,15,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 14:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,14,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 15:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,10,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 16:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,10,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 17:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,13,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 18:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,15,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 19:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,10,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81693,South Lake Union,10,4/7/2015 20:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,8,0,0,0,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
81694,South Lake Union,2,4/7/2015 19:00,E,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,11,8,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
81694,South Lake Union,2,4/7/2015 20:00,E,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,11,7,0,0,0,,,,,No,No,South Lake Union (2 Hour Subarea),2015,No,0,Y,
8401,South Lake Union,10,4/7/2015 8:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,6,6,0,,,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
8401,South Lake Union,10,4/7/2015 9:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,6,6,0,,,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
8401,South Lake Union,10,4/7/2015 10:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,6,6,0,,,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
8401,South Lake Union,10,4/7/2015 11:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,6,6,0,,,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
8401,South Lake Union,10,4/7/2015 12:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,6,6,0,,,,,,,No,No,South Lake Union (10 Hour Subarea),2015,No,0,Y,
