Elmntkey,Study_Area,Sub_Area,Date Time,Side,Unitdesc,Peak Hour_SDOT,Parking_Spaces,Total_Vehicle_Count,Dp_Count,Rpz_Count,TG_Car2Go,BMW_DN,Lime,Idling,Field Notes,Construction,Event Closure,Subarea Label,Study Year,Peak Hour? (Yes or No),RPZ Blocks,CSM,Time Stamp 
33746,South Lake Union,South,6/2/2016 14:00,S,JOHN ST BETWEEN PONTIUS E AVE N AND YALE AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:05:00 PM
79038,South Lake Union,Unpaid,6/2/2016 14:00,S,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 02:04:00 PM
58449,South Lake Union,South,6/2/2016 14:00,N,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,,6,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:04:00 PM
79034,South Lake Union,South,6/2/2016 14:00,S,JOHN ST BETWEEN MINOR AVE N AND PONTIUS W AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:04:00 PM
59046,South Lake Union,North,6/2/2016 14:00,E,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,,6,7,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:04:00 PM
11882,South Lake Union,South,6/2/2016 14:00,E,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,,14,8,1,4,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:04:00 PM
76430,South Lake Union,South,6/2/2016 13:00,E,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:04:00 PM
32125,South Lake Union,South,6/2/2016 14:00,W,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,0,,,2 construction trucks,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:03:00 PM
11881,South Lake Union,South,6/2/2016 14:00,W,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,,10,1,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:03:00 PM
32126,South Lake Union,South,6/2/2016 14:00,E,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:03:00 PM
81242,South Lake Union,North,6/2/2016 14:00,S,VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,,5,5,1,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:03:00 PM
79030,South Lake Union,South,6/2/2016 14:00,S,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,,9,8,1,3,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:03:00 PM
35745,South Lake Union,South,6/2/2016 14:00,N,THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,0,0,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:03:00 PM
59045,South Lake Union,North,6/2/2016 14:00,W,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,,8,8,1,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:03:00 PM
58574,South Lake Union,North,6/2/2016 14:00,S,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,,11,8,0,,,1,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:02:00 PM
13109,South Lake Union,South,6/2/2016 14:00,W,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,,9,4,1,,,,,,Motorcycles,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:02:00 PM
33142,South Lake Union,South,6/2/2016 14:00,E,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,4-6PM,4,3,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:02:00 PM
13110,South Lake Union,South,6/2/2016 14:00,E,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,,5,7,2,,,1,,,,,,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:02:00 PM
81250,South Lake Union,North,6/2/2016 14:00,S,VALLEY ST BETWEEN YALE AVE N AND DEAD END,,4,4,1,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:02:00 PM
33146,South Lake Union,South,6/2/2016 14:00,E,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,4-6PM,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:01:00 PM
78705,South Lake Union,South,6/2/2016 14:00,N,HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:01:00 PM
81249,South Lake Union,North,6/2/2016 14:00,N,VALLEY ST BETWEEN YALE AVE N AND DEAD END,,4,2,2,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:01:00 PM
55637,South Lake Union,South,6/2/2016 14:00,W,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,7-9AM,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:01:00 PM
55638,South Lake Union,South,6/2/2016 14:00,E,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,4-6PM,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:01:00 PM
58453,South Lake Union,South,6/2/2016 14:00,N,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,4-6PM,8,9,1,1,1,,,,illegal,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:01:00 PM
55641,South Lake Union,South,6/2/2016 14:00,W,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,7-9AM,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:00:00 PM
55642,South Lake Union,Unpaid,6/2/2016 14:00,E,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,3-7PM,0,0,0,0,0,0,,,,Yes,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 02:00:00 PM
13138,South Lake Union,South,6/2/2016 14:00,S,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:00:00 PM
35889,South Lake Union,North,6/2/2016 14:00,N,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,,8,6,2,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 02:00:00 PM
33145,South Lake Union,South,6/2/2016 14:00,W,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,7-9AM,6,7,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 02:00:00 PM
35749,South Lake Union,South,6/2/2016 14:00,N,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,,9,10,0,,,,,,Motorcycle,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:59:00 PM
34518,South Lake Union,North,6/2/2016 14:00,E,MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,,10,12,0,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:59:00 PM
130799,South Lake Union,South,6/2/2016 14:00,N,MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,6,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:59:00 PM
11778,South Lake Union,South,6/2/2016 14:00,S,MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,6,3,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:59:00 PM
11782,South Lake Union,South,6/2/2016 14:00,S,MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,,3,2,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:58:00 PM
81246,South Lake Union,North,6/2/2016 14:00,S,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,,15,12,3,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:57:00 PM
130802,South Lake Union,South,6/2/2016 14:00,N,MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,,6,5,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:57:00 PM
57201,South Lake Union,North,6/2/2016 14:00,W,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,,12,11,2,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:56:00 PM
54562,South Lake Union,North,6/2/2016 14:00,E,BOREN AVE N BETWEEN MERCER NR ST AND VALLEY ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:56:00 PM
54561,South Lake Union,North,6/2/2016 14:00,W,BOREN AVE N BETWEEN MERCER NR ST AND VALLEY ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:56:00 PM
13797,South Lake Union,Unpaid,6/2/2016 14:00,W,YALE AVE N BETWEEN MERCER ST AND DEAD END 1,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:54:00 PM
34889,South Lake Union,South,6/2/2016 14:00,W,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:54:00 PM
34890,South Lake Union,South,6/2/2016 14:00,E,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,,1,0,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:54:00 PM
34517,South Lake Union,North,6/2/2016 14:00,W,MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,,0,0,0,,,,,,1bus,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:54:00 PM
81245,South Lake Union,North,6/2/2016 14:00,N,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,,0,0,0,,,,,,1bus,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:53:00 PM
121340,South Lake Union,Unpaid,6/2/2016 14:00,S,MERCER ST BETWEEN MERCER SR ST AND MINOR AVE N,,0,0,0,0,0,0,,,1comm,Yes,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:53:00 PM
33158,South Lake Union,Unpaid,6/2/2016 14:00,E,FAIRVIEW AVE N BETWEEN ROY ST AND VALLEY ST,,0,0,0,,,,,,,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:53:00 PM
55453,South Lake Union,North,6/2/2016 13:00,NW,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,,20,12,2,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:45:00 PM
55454,South Lake Union,Unpaid,6/2/2016 13:00,SE,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,,21,26,0,,1,,,,illegal,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:44:00 PM
120105,South Lake Union,North,6/2/2016 13:00,NW,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,,25,18,5,,3,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:42:00 PM
120107,South Lake Union,Unpaid,6/2/2016 13:00,SE,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,,16,17,0,,,,,,MC,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:40:00 PM
120102,South Lake Union,North,6/2/2016 13:00,W,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,,10,6,1,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:39:00 PM
10165,South Lake Union,North,6/2/2016 13:00,W,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,,10,2,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:37:00 PM
76721,South Lake Union,North,6/2/2016 13:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,10,2,,,2,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:36:00 PM
54073,South Lake Union,North,6/2/2016 13:00,N,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:35:00 PM
94602,South Lake Union,North,6/2/2016 13:00,SE,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,,28,14,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:34:00 PM
94677,South Lake Union,North,6/2/2016 13:00,SE,FAIRVIEW NR AVE N BETWEEN ALOHA ST AND WARD ST,,15,15,1,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:33:00 PM
94611,South Lake Union,North,6/2/2016 13:00,SE,FAIRVIEW NR AVE N BETWEEN WARD ST AND YALE AVE N,,27,17,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:32:00 PM
94612,South Lake Union,North,6/2/2016 13:00,SE,FAIRVIEW NR AVE N BETWEEN YALE AVE N AND DEAD END,,23,10,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:31:00 PM
12541,South Lake Union,South,6/2/2016 13:00,N,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,4,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:31:00 PM
12542,South Lake Union,South,6/2/2016 13:00,S,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,2,2,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:31:00 PM
11786,South Lake Union,South,6/2/2016 13:00,S,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,,7,7,0,5,1,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:30:00 PM
11785,South Lake Union,South,6/2/2016 13:00,N,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,,8,8,0,6,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:29:00 PM
81493,South Lake Union,South,6/2/2016 13:00,W,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,6,5,0,,1,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:28:00 PM
81494,South Lake Union,South,6/2/2016 13:00,E,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,4,3,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:28:00 PM
78701,South Lake Union,South,6/2/2016 13:00,N,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,,6,6,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:28:00 PM
56073,South Lake Union,South,6/2/2016 13:00,N,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,4,5,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:28:00 PM
56074,South Lake Union,South,6/2/2016 13:00,S,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,4,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:27:00 PM
76433,South Lake Union,South,6/2/2016 13:00,W,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,13,10,2,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:27:00 PM
79786,South Lake Union,South,6/2/2016 13:00,S,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,,6,6,0,4,,1,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:26:00 PM
31314,South Lake Union,South,6/2/2016 13:00,E,9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,,5,8,0,,2,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:25:00 PM
31313,South Lake Union,South,6/2/2016 13:00,W,9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,,16,9,0,,1,1,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:25:00 PM
58445,South Lake Union,South,6/2/2016 13:00,N,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,7,8,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:25:00 PM
79785,South Lake Union,South,6/2/2016 13:00,N,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:25:00 PM
58446,South Lake Union,South,6/2/2016 13:00,S,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:24:00 PM
13134,South Lake Union,South,6/2/2016 13:00,S,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,,5,9,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:24:00 PM
13133,South Lake Union,South,6/2/2016 13:00,N,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,,3,3,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:24:00 PM
53545,South Lake Union,North,6/2/2016 13:00,W,8TH AVE N BETWEEN ROY ST AND VALLEY ST,,19,16,0,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:24:00 PM
31066,South Lake Union,South,6/2/2016 13:00,E,8TH AVE N BETWEEN THOMAS ST AND HARRISON ST,,10,10,0,,,,,,NP,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:24:00 PM
53546,South Lake Union,North,6/2/2016 13:00,E,8TH AVE N BETWEEN ROY ST AND VALLEY ST,,9,10,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:23:00 PM
35882,South Lake Union,North,6/2/2016 13:00,S,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,,5,9,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:22:00 PM
36150,South Lake Union,Unpaid,6/2/2016 13:00,E,WESTLAKE AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,,0,0,0,,,,,,NP,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:22:00 PM
35881,South Lake Union,North,6/2/2016 13:00,N,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,,15,12,0,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:22:00 PM
10873,South Lake Union,South,6/2/2016 13:00,N,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,,8,8,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:21:00 PM
10874,South Lake Union,South,6/2/2016 13:00,S,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,,7,6,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:21:00 PM
31065,South Lake Union,South,6/2/2016 13:00,W,8TH AVE N BETWEEN THOMAS ST AND HARRISON ST,,12,13,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:21:00 PM
8405,South Lake Union,North,6/2/2016 13:00,W,8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:21:00 PM
55378,South Lake Union,South,6/2/2016 13:00,E,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:20:00 PM
8402,South Lake Union,South,6/2/2016 13:00,E,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,10,13,0,,1,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:20:00 PM
8406,South Lake Union,North,6/2/2016 13:00,E,8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,,11,8,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:20:00 PM
76202,South Lake Union,South,6/2/2016 13:00,E,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:20:00 PM
8401,South Lake Union,South,6/2/2016 13:00,W,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,12,11,0,1,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:20:00 PM
76201,South Lake Union,South,6/2/2016 13:00,W,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,3,1,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:20:00 PM
76718,South Lake Union,North,6/2/2016 13:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,6,1,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:20:00 PM
10153,South Lake Union,South,6/2/2016 13:00,W,EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,,10,2,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:19:00 PM
12682,South Lake Union,North,6/2/2016 13:00,S,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,,10,11,0,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:19:00 PM
55449,South Lake Union,South,6/2/2016 13:00,W,EASTLAKE AVE E BETWEEN HARRISON ST AND REPUBLICAN ST,,9,9,1,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:19:00 PM
76717,South Lake Union,North,6/2/2016 13:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,3,4,2,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:19:00 PM
12537,South Lake Union,South,6/2/2016 13:00,N,REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N,,6,6,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:19:00 PM
56082,South Lake Union,South,6/2/2016 13:00,S,HARRISON ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,8,7,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:19:00 PM
80545,South Lake Union,South,6/2/2016 13:00,N,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,,5,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:19:00 PM
80546,South Lake Union,Unpaid,6/2/2016 13:00,S,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,,0,0,0,,,,,,,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:18:00 PM
34881,South Lake Union,South,6/2/2016 13:00,W,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,,12,13,2,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
34882,South Lake Union,South,6/2/2016 13:00,E,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,,0,0,0,0,0,0,,,,Yes,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
80549,South Lake Union,Unpaid,6/2/2016 13:00,N,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,0,0,0,,,,,,,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:18:00 PM
80550,South Lake Union,South,6/2/2016 13:00,S,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,3,2,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
81693,South Lake Union,South,6/2/2016 13:00,W,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,15,16,1,0,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
53549,South Lake Union,North,6/2/2016 13:00,W,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,,28,22,0,,,1,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:18:00 PM
81694,South Lake Union,South,6/2/2016 13:00,E,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,,11,12,2,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
13105,South Lake Union,South,6/2/2016 13:00,W,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,,7,10,0,,,,,,1 Motorcycle,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:18:00 PM
76722,South Lake Union,North,6/2/2016 13:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,6,3,,,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:17:00 PM
53809,South Lake Union,South,6/2/2016 13:00,W,9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,,8,6,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:17:00 PM
53550,South Lake Union,North,6/2/2016 13:00,E,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,,16,13,0,,1,,,,,No,No,South Lake Union (North Subarea),2016,No,,,06/02/2016 01:17:00 PM
13142,South Lake Union,South,6/2/2016 13:00,S,THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,4,0,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:17:00 PM
53810,South Lake Union,South,6/2/2016 13:00,E,9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,,4,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:17:00 PM
81133,South Lake Union,South,6/2/2016 13:00,N,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,,9,8,2,,1,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:17:00 PM
59038,South Lake Union,South,6/2/2016 13:00,E,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,10,10,1,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:17:00 PM
59037,South Lake Union,Unpaid,6/2/2016 13:00,W,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,0,0,0,,,,,,,No,No,South Lake Union (Unpaid Subarea),2016,No,,,06/02/2016 01:16:00 PM
10870,South Lake Union,South,6/2/2016 13:00,S,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,,5,4,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:16:00 PM
79778,South Lake Union,South,6/2/2016 13:00,S,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,,3,0,0,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:16:00 PM
34878,South Lake Union,South,6/2/2016 13:00,E,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,,7,6,1,,,,,,,No,No,South Lake Union (South Subarea),2016,No,,,06/02/2016 01:15:00 PM
